test_id,mode,sector,metric,mean_score_0_5,normalized_0_1,score_spread,review_required,review_reasons,timestamp
tos-003,summary,productivity_and_cloud,faithfulness,3.667,0.7333,1,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:task_completion(spread=2),2026-05-06T20:09:09.198934
tos-003,summary,productivity_and_cloud,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:task_completion(spread=2),2026-05-06T20:09:09.198934
tos-004,summary,productivity_and_cloud,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud,2026-05-06T20:09:15.491645
tos-004,summary,productivity_and_cloud,task_completion,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud,2026-05-06T20:09:15.491645
tos-004,summary,productivity_and_cloud,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T20:09:15.491645
tos-004,summary,productivity_and_cloud,faithfulness,3.667,0.7333,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T20:09:15.491645
tos-004,summary,productivity_and_cloud,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud,2026-05-06T20:09:15.491645
tos-005,summary,ai_services,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:22.308140
tos-005,summary,ai_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T20:09:22.308140
tos-005,summary,ai_services,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:22.308140
tos-005,summary,ai_services,faithfulness,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:22.308140
tos-005,summary,ai_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T20:09:22.308140
tos-006,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services;judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T20:09:28.155975
tos-006,summary,ai_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:ai_services;judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T20:09:28.155975
tos-006,summary,ai_services,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:ai_services;judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T20:09:28.155975
tos-006,summary,ai_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:ai_services;judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T20:09:28.155975
tos-006,summary,ai_services,harm_flagging_accuracy,4.000,0.8000,2,True,high_stakes_sector:ai_services;judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T20:09:28.155975
tos-007,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T20:09:34.696139
tos-007,summary,ai_services,task_completion,4.333,0.8667,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:34.696139
tos-007,summary,ai_services,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:34.696139
tos-007,summary,ai_services,faithfulness,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:34.696139
tos-007,summary,ai_services,harm_flagging_accuracy,4.333,0.8667,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:34.696139
tos-008,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T20:09:42.206344
tos-008,summary,ai_services,task_completion,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:42.206344
tos-008,summary,ai_services,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:ai_services,2026-05-06T20:09:42.206344
tos-008,summary,ai_services,faithfulness,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T20:09:42.206344
tos-008,summary,ai_services,harm_flagging_accuracy,3.000,0.6000,0,True,high_stakes_sector:ai_services,2026-05-06T20:09:42.206344
tos-009,summary,social_media,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T20:09:47.541737
tos-009,summary,social_media,task_completion,4.333,0.8667,1,True,high_stakes_sector:social_media,2026-05-06T20:09:47.541737
tos-009,summary,social_media,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:social_media,2026-05-06T20:09:47.541737
tos-009,summary,social_media,faithfulness,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T20:09:47.541737
tos-009,summary,social_media,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T20:09:47.541737
tos-010,summary,social_media,answer_relevancy,3.000,0.6000,0,True,high_stakes_sector:social_media,2026-05-06T20:09:54.417250
tos-010,summary,social_media,task_completion,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T20:09:54.417250
tos-010,summary,social_media,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:social_media,2026-05-06T20:09:54.417250
tos-010,summary,social_media,faithfulness,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T20:09:54.417250
tos-010,summary,social_media,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T20:09:54.417250
tos-011,summary,social_media,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:social_media;random_sample,2026-05-06T20:10:00.893023
tos-011,summary,social_media,task_completion,3.667,0.7333,1,True,high_stakes_sector:social_media;random_sample,2026-05-06T20:10:00.893023
tos-011,summary,social_media,protocol_adherence,4.000,0.8000,0,True,high_stakes_sector:social_media;random_sample,2026-05-06T20:10:00.893023
tos-011,summary,social_media,faithfulness,4.000,0.8000,0,True,high_stakes_sector:social_media;random_sample,2026-05-06T20:10:00.893023
tos-011,summary,social_media,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:social_media;random_sample,2026-05-06T20:10:00.893023
tos-012,summary,social_media,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T20:10:06.946670
tos-012,summary,social_media,task_completion,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T20:10:06.946670
tos-012,summary,social_media,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:social_media,2026-05-06T20:10:06.946670
tos-012,summary,social_media,faithfulness,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T20:10:06.946670
tos-012,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T20:10:06.946670
tos-013,summary,video_platform,answer_relevancy,3.000,0.6000,0,False,,2026-05-06T20:10:13.396266
tos-013,summary,video_platform,task_completion,3.000,0.6000,0,False,,2026-05-06T20:10:13.396266
tos-013,summary,video_platform,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:10:13.396266
tos-013,summary,video_platform,faithfulness,3.000,0.6000,0,False,,2026-05-06T20:10:13.396266
tos-013,summary,video_platform,harm_flagging_accuracy,3.333,0.6667,1,False,,2026-05-06T20:10:13.396266
tos-014,summary,creative_software,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:creative_software;random_sample,2026-05-06T20:10:19.150208
tos-014,summary,creative_software,task_completion,4.000,0.8000,0,True,high_stakes_sector:creative_software;random_sample,2026-05-06T20:10:19.150208
tos-014,summary,creative_software,protocol_adherence,4.000,0.8000,0,True,high_stakes_sector:creative_software;random_sample,2026-05-06T20:10:19.150208
tos-014,summary,creative_software,faithfulness,4.000,0.8000,0,True,high_stakes_sector:creative_software;random_sample,2026-05-06T20:10:19.150208
tos-014,summary,creative_software,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:creative_software;random_sample,2026-05-06T20:10:19.150208
tos-015,summary,video_conferencing,answer_relevancy,3.667,0.7333,1,True,random_sample,2026-05-06T20:10:25.606075
tos-015,summary,video_conferencing,task_completion,3.000,0.6000,0,True,random_sample,2026-05-06T20:10:25.606075
tos-015,summary,video_conferencing,protocol_adherence,4.333,0.8667,1,True,random_sample,2026-05-06T20:10:25.606075
tos-015,summary,video_conferencing,faithfulness,3.333,0.6667,1,True,random_sample,2026-05-06T20:10:25.606075
tos-015,summary,video_conferencing,harm_flagging_accuracy,4.000,0.8000,0,True,random_sample,2026-05-06T20:10:25.606075
tos-016,summary,professional_network,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:professional_network,2026-05-06T20:10:31.371813
tos-016,summary,professional_network,task_completion,4.000,0.8000,0,True,high_stakes_sector:professional_network,2026-05-06T20:10:31.371813
tos-016,summary,professional_network,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:professional_network,2026-05-06T20:10:31.371813
tos-016,summary,professional_network,faithfulness,4.000,0.8000,0,True,high_stakes_sector:professional_network,2026-05-06T20:10:31.371813
tos-016,summary,professional_network,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:professional_network,2026-05-06T20:10:31.371813
tos-017,summary,workplace_communication,answer_relevancy,2.667,0.5333,4,True,judge_disagreement:answer_relevancy(spread=4),2026-05-06T20:10:37.140842
tos-017,summary,workplace_communication,task_completion,4.000,0.8000,0,True,judge_disagreement:answer_relevancy(spread=4),2026-05-06T20:10:37.140842
tos-017,summary,workplace_communication,protocol_adherence,4.333,0.8667,1,True,judge_disagreement:answer_relevancy(spread=4),2026-05-06T20:10:37.140842
tos-017,summary,workplace_communication,faithfulness,3.667,0.7333,1,True,judge_disagreement:answer_relevancy(spread=4),2026-05-06T20:10:37.140842
tos-017,summary,workplace_communication,harm_flagging_accuracy,3.667,0.7333,1,True,judge_disagreement:answer_relevancy(spread=4),2026-05-06T20:10:37.140842
tos-018,summary,workplace_communication,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T20:10:43.553130
tos-018,summary,workplace_communication,task_completion,4.000,0.8000,0,False,,2026-05-06T20:10:43.553130
tos-018,summary,workplace_communication,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T20:10:43.553130
tos-018,summary,workplace_communication,faithfulness,3.333,0.6667,1,False,,2026-05-06T20:10:43.553130
tos-018,summary,workplace_communication,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:10:43.553130
tos-019,summary,community_chat,answer_relevancy,3.000,0.6000,0,False,,2026-05-06T20:10:49.723395
tos-019,summary,community_chat,task_completion,3.000,0.6000,0,False,,2026-05-06T20:10:49.723395
tos-019,summary,community_chat,protocol_adherence,3.667,0.7333,1,False,,2026-05-06T20:10:49.723395
tos-019,summary,community_chat,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:10:49.723395
tos-019,summary,community_chat,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:10:49.723395
tos-020,summary,developer_platform,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:developer_platform,2026-05-06T20:10:55.883006
tos-020,summary,developer_platform,task_completion,4.000,0.8000,0,True,high_stakes_sector:developer_platform,2026-05-06T20:10:55.883006
tos-020,summary,developer_platform,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:developer_platform,2026-05-06T20:10:55.883006
tos-020,summary,developer_platform,faithfulness,3.667,0.7333,1,True,high_stakes_sector:developer_platform,2026-05-06T20:10:55.883006
tos-020,summary,developer_platform,harm_flagging_accuracy,4.333,0.8667,1,True,high_stakes_sector:developer_platform,2026-05-06T20:10:55.883006
tos-021,summary,social_media,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:11:01.795142
tos-021,summary,social_media,task_completion,4.000,0.8000,0,False,,2026-05-06T20:11:01.795142
tos-021,summary,social_media,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T20:11:01.795142
tos-021,summary,social_media,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:11:01.795142
tos-021,summary,social_media,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:11:01.795142
tos-022,summary,audio_streaming,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:11:07.881721
tos-022,summary,audio_streaming,task_completion,4.000,0.8000,0,False,,2026-05-06T20:11:07.881721
tos-022,summary,audio_streaming,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:11:07.881721
tos-022,summary,audio_streaming,faithfulness,3.667,0.7333,1,False,,2026-05-06T20:11:07.881721
tos-022,summary,audio_streaming,harm_flagging_accuracy,3.333,0.6667,1,False,,2026-05-06T20:11:07.881721
tos-023,summary,video_streaming,answer_relevancy,3.667,0.7333,1,True,judge_disagreement:protocol_adherence(spread=2);random_sample,2026-05-06T20:11:13.463234
tos-023,summary,video_streaming,task_completion,3.333,0.6667,1,True,judge_disagreement:protocol_adherence(spread=2);random_sample,2026-05-06T20:11:13.463234
tos-023,summary,video_streaming,protocol_adherence,4.333,0.8667,2,True,judge_disagreement:protocol_adherence(spread=2);random_sample,2026-05-06T20:11:13.463234
tos-023,summary,video_streaming,faithfulness,3.333,0.6667,1,True,judge_disagreement:protocol_adherence(spread=2);random_sample,2026-05-06T20:11:13.463234
tos-023,summary,video_streaming,harm_flagging_accuracy,3.667,0.7333,1,True,judge_disagreement:protocol_adherence(spread=2);random_sample,2026-05-06T20:11:13.463234
tos-024,summary,video_streaming,answer_relevancy,3.333,0.6667,1,False,,2026-05-06T20:11:19.087126
tos-024,summary,video_streaming,task_completion,3.667,0.7333,1,False,,2026-05-06T20:11:19.087126
tos-024,summary,video_streaming,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:11:19.087126
tos-024,summary,video_streaming,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:11:19.087126
tos-024,summary,video_streaming,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T20:11:19.087126
tos-025,summary,payments,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:payments,2026-05-06T20:11:24.736977
tos-025,summary,payments,task_completion,3.333,0.6667,1,True,high_stakes_sector:payments,2026-05-06T20:11:24.736977
tos-025,summary,payments,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:payments,2026-05-06T20:11:24.736977
tos-025,summary,payments,faithfulness,3.667,0.7333,1,True,high_stakes_sector:payments,2026-05-06T20:11:24.736977
tos-025,summary,payments,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:payments,2026-05-06T20:11:24.736977
tos-026,summary,e_commerce,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:11:29.388960
tos-026,summary,e_commerce,task_completion,3.667,0.7333,1,False,,2026-05-06T20:11:29.388960
tos-026,summary,e_commerce,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:11:29.388960
tos-026,summary,e_commerce,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:11:29.388960
tos-026,summary,e_commerce,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:11:29.388960
tos-027,summary,e_commerce,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:11:34.856211
tos-027,summary,e_commerce,task_completion,4.000,0.8000,0,False,,2026-05-06T20:11:34.856211
tos-027,summary,e_commerce,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:11:34.856211
tos-027,summary,e_commerce,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:11:34.856211
tos-027,summary,e_commerce,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:11:34.856211
tos-028,summary,device_and_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:40.078994
tos-028,summary,device_and_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:40.078994
tos-028,summary,device_and_services,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:40.078994
tos-028,summary,device_and_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:40.078994
tos-028,summary,device_and_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:40.078994
tos-029,summary,device_and_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:46.111916
tos-029,summary,device_and_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:46.111916
tos-029,summary,device_and_services,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:device_and_services,2026-05-06T20:11:46.111916
tos-029,summary,device_and_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:46.111916
tos-029,summary,device_and_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:device_and_services,2026-05-06T20:11:46.111916
tos-030,summary,social_media,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T20:11:51.464435
tos-030,summary,social_media,task_completion,3.667,0.7333,1,False,,2026-05-06T20:11:51.464435
tos-030,summary,social_media,protocol_adherence,4.000,0.8000,0,False,,2026-05-06T20:11:51.464435
tos-030,summary,social_media,faithfulness,3.667,0.7333,1,False,,2026-05-06T20:11:51.464435
tos-030,summary,social_media,harm_flagging_accuracy,3.000,0.6000,0,False,,2026-05-06T20:11:51.464435
tos-031,summary,social_media,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T20:11:57.574531
tos-031,summary,social_media,task_completion,4.000,0.8000,0,False,,2026-05-06T20:11:57.574531
tos-031,summary,social_media,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T20:11:57.574531
tos-031,summary,social_media,faithfulness,3.667,0.7333,1,False,,2026-05-06T20:11:57.574531
tos-031,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T20:11:57.574531
tos-032,summary,social_media,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:12:02.834110
tos-032,summary,social_media,task_completion,3.333,0.6667,1,False,,2026-05-06T20:12:02.834110
tos-032,summary,social_media,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T20:12:02.834110
tos-032,summary,social_media,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:12:02.834110
tos-032,summary,social_media,harm_flagging_accuracy,3.333,0.6667,1,False,,2026-05-06T20:12:02.834110
tos-033,summary,cloud_storage,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:12:08.816339
tos-033,summary,cloud_storage,task_completion,4.000,0.8000,0,False,,2026-05-06T20:12:08.816339
tos-033,summary,cloud_storage,protocol_adherence,4.000,0.8000,0,False,,2026-05-06T20:12:08.816339
tos-033,summary,cloud_storage,faithfulness,3.333,0.6667,1,False,,2026-05-06T20:12:08.816339
tos-033,summary,cloud_storage,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:12:08.816339
tos-034,summary,creative_software,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:12:14.197459
tos-034,summary,creative_software,task_completion,4.000,0.8000,0,False,,2026-05-06T20:12:14.197459
tos-034,summary,creative_software,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T20:12:14.197459
tos-034,summary,creative_software,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:12:14.197459
tos-034,summary,creative_software,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:12:14.197459
tos-035,summary,productivity,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T20:12:19.562489
tos-035,summary,productivity,task_completion,3.667,0.7333,1,False,,2026-05-06T20:12:19.562489
tos-035,summary,productivity,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:12:19.562489
tos-035,summary,productivity,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:12:19.562489
tos-035,summary,productivity,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:12:19.562489
tos-036,summary,design_tools,answer_relevancy,3.333,0.6667,1,False,,2026-05-06T20:12:25.712192
tos-036,summary,design_tools,task_completion,3.667,0.7333,1,False,,2026-05-06T20:12:25.712192
tos-036,summary,design_tools,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:12:25.712192
tos-036,summary,design_tools,faithfulness,3.667,0.7333,1,False,,2026-05-06T20:12:25.712192
tos-036,summary,design_tools,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:12:25.712192
tos-037,summary,developer_community,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T20:12:31.014079
tos-037,summary,developer_community,task_completion,3.667,0.7333,1,False,,2026-05-06T20:12:31.014079
tos-037,summary,developer_community,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T20:12:31.014079
tos-037,summary,developer_community,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:12:31.014079
tos-037,summary,developer_community,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T20:12:31.014079
tos-038,summary,q_and_a_platform,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T20:12:36.458601
tos-038,summary,q_and_a_platform,task_completion,4.000,0.8000,0,False,,2026-05-06T20:12:36.458601
tos-038,summary,q_and_a_platform,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T20:12:36.458601
tos-038,summary,q_and_a_platform,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:12:36.458601
tos-038,summary,q_and_a_platform,harm_flagging_accuracy,4.333,0.8667,1,False,,2026-05-06T20:12:36.458601
tos-039,summary,genetic_testing,answer_relevancy,4.333,0.8667,1,True,high_stakes_sector:genetic_testing,2026-05-06T20:12:45.980316
tos-039,summary,genetic_testing,task_completion,4.000,0.8000,0,True,high_stakes_sector:genetic_testing,2026-05-06T20:12:45.980316
tos-039,summary,genetic_testing,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:genetic_testing,2026-05-06T20:12:45.980316
tos-039,summary,genetic_testing,faithfulness,4.000,0.8000,0,True,high_stakes_sector:genetic_testing,2026-05-06T20:12:45.980316
tos-039,summary,genetic_testing,harm_flagging_accuracy,4.333,0.8667,1,True,high_stakes_sector:genetic_testing,2026-05-06T20:12:45.980316
tos-040,summary,streaming,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T20:12:52.525330
tos-040,summary,streaming,task_completion,4.000,0.8000,0,False,,2026-05-06T20:12:52.525330
tos-040,summary,streaming,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T20:12:52.525330
tos-040,summary,streaming,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:12:52.525330
tos-040,summary,streaming,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T20:12:52.525330
tos-041,summary,gaming_platform,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:gaming_platform,2026-05-06T20:12:58.584263
tos-041,summary,gaming_platform,task_completion,4.000,0.8000,0,True,high_stakes_sector:gaming_platform,2026-05-06T20:12:58.584263
tos-041,summary,gaming_platform,protocol_adherence,3.667,0.7333,1,True,high_stakes_sector:gaming_platform,2026-05-06T20:12:58.584263
tos-041,summary,gaming_platform,faithfulness,3.667,0.7333,1,True,high_stakes_sector:gaming_platform,2026-05-06T20:12:58.584263
tos-041,summary,gaming_platform,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:gaming_platform,2026-05-06T20:12:58.584263
tos-042,summary,gaming_platform,answer_relevancy,3.333,0.6667,1,False,,2026-05-06T20:13:04.480608
tos-042,summary,gaming_platform,task_completion,3.000,0.6000,0,False,,2026-05-06T20:13:04.480608
tos-042,summary,gaming_platform,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T20:13:04.480608
tos-042,summary,gaming_platform,faithfulness,3.333,0.6667,1,False,,2026-05-06T20:13:04.480608
tos-042,summary,gaming_platform,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T20:13:04.480608
tos-043,summary,gaming_platform,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T20:13:09.799712
tos-043,summary,gaming_platform,task_completion,3.000,0.6000,0,False,,2026-05-06T20:13:09.799712
tos-043,summary,gaming_platform,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T20:13:09.799712
tos-043,summary,gaming_platform,faithfulness,4.000,0.8000,0,False,,2026-05-06T20:13:09.799712
tos-043,summary,gaming_platform,harm_flagging_accuracy,3.000,0.6000,0,False,,2026-05-06T20:13:09.799712
tos-044,summary,food_delivery,answer_relevancy,3.333,0.6667,1,True,random_sample,2026-05-06T20:13:15.476111
tos-044,summary,food_delivery,task_completion,4.000,0.8000,0,True,random_sample,2026-05-06T20:13:15.476111
