test_id,mode,sector,metric,mean_score_0_5,normalized_0_1,score_spread,review_required,review_reasons,timestamp
tos-005,summary,ai_services,harm_flagging_accuracy,3.000,0.6000,3,True,high_stakes_sector:ai_services;judge_disagreement:harm_flagging_accuracy(spread=3),2026-05-06T15:33:50.955671
tos-006,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T15:33:58.939180
tos-006,summary,ai_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T15:33:58.939180
tos-006,summary,ai_services,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:ai_services,2026-05-06T15:33:58.939180
tos-006,summary,ai_services,faithfulness,3.000,0.6000,0,True,high_stakes_sector:ai_services,2026-05-06T15:33:58.939180
tos-006,summary,ai_services,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:ai_services,2026-05-06T15:33:58.939180
tos-007,summary,ai_services,answer_relevancy,2.667,0.5333,1,True,high_stakes_sector:ai_services,2026-05-06T15:34:05.685675
tos-007,summary,ai_services,task_completion,3.000,0.6000,0,True,high_stakes_sector:ai_services,2026-05-06T15:34:05.685675
tos-007,summary,ai_services,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:ai_services,2026-05-06T15:34:05.685675
tos-007,summary,ai_services,faithfulness,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T15:34:05.685675
tos-007,summary,ai_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T15:34:05.685675
tos-008,summary,ai_services,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T15:34:13.067418
tos-008,summary,ai_services,task_completion,3.667,0.7333,1,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T15:34:13.067418
tos-008,summary,ai_services,protocol_adherence,4.333,0.8667,2,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T15:34:13.067418
tos-008,summary,ai_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T15:34:13.067418
tos-008,summary,ai_services,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T15:34:13.067418
tos-009,summary,social_media,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:social_media;random_sample,2026-05-06T15:34:19.018154
tos-009,summary,social_media,task_completion,3.667,0.7333,1,True,high_stakes_sector:social_media;random_sample,2026-05-06T15:34:19.018154
tos-009,summary,social_media,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:social_media;random_sample,2026-05-06T15:34:19.018154
tos-009,summary,social_media,faithfulness,3.667,0.7333,1,True,high_stakes_sector:social_media;random_sample,2026-05-06T15:34:19.018154
tos-009,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:social_media;random_sample,2026-05-06T15:34:19.018154
tos-010,summary,social_media,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T15:34:25.992150
tos-010,summary,social_media,task_completion,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T15:34:25.992150
tos-010,summary,social_media,protocol_adherence,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T15:34:25.992150
tos-010,summary,social_media,faithfulness,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T15:34:25.992150
tos-010,summary,social_media,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T15:34:25.992150
tos-011,summary,social_media,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T15:34:32.458200
tos-011,summary,social_media,task_completion,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T15:34:32.458200
tos-011,summary,social_media,protocol_adherence,3.000,0.6000,0,True,high_stakes_sector:social_media,2026-05-06T15:34:32.458200
tos-011,summary,social_media,faithfulness,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T15:34:32.458200
tos-011,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T15:34:32.458200
tos-012,summary,social_media,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T15:34:38.950816
tos-012,summary,social_media,task_completion,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T15:34:38.950816
tos-012,summary,social_media,protocol_adherence,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T15:34:38.950816
tos-012,summary,social_media,faithfulness,3.000,0.6000,0,True,high_stakes_sector:social_media,2026-05-06T15:34:38.950816
tos-012,summary,social_media,harm_flagging_accuracy,3.000,0.6000,0,True,high_stakes_sector:social_media,2026-05-06T15:34:38.950816
tos-013,summary,video_platform,answer_relevancy,4.000,0.8000,0,True,judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:34:45.843349
tos-013,summary,video_platform,task_completion,4.000,0.8000,0,True,judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:34:45.843349
tos-013,summary,video_platform,protocol_adherence,4.333,0.8667,1,True,judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:34:45.843349
tos-013,summary,video_platform,faithfulness,4.000,0.8000,0,True,judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:34:45.843349
tos-013,summary,video_platform,harm_flagging_accuracy,4.000,0.8000,2,True,judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:34:45.843349
tos-014,summary,creative_software,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:creative_software;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T15:34:52.246142
tos-014,summary,creative_software,task_completion,4.000,0.8000,0,True,high_stakes_sector:creative_software;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T15:34:52.246142
tos-014,summary,creative_software,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:creative_software;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T15:34:52.246142
tos-014,summary,creative_software,faithfulness,2.667,0.5333,4,True,high_stakes_sector:creative_software;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T15:34:52.246142
tos-014,summary,creative_software,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:creative_software;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T15:34:52.246142
tos-015,summary,video_conferencing,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:34:58.879254
tos-015,summary,video_conferencing,task_completion,3.667,0.7333,1,False,,2026-05-06T15:34:58.879254
tos-015,summary,video_conferencing,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T15:34:58.879254
tos-015,summary,video_conferencing,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:34:58.879254
tos-015,summary,video_conferencing,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T15:34:58.879254
tos-016,summary,professional_network,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:professional_network;random_sample,2026-05-06T15:35:05.391225
tos-016,summary,professional_network,task_completion,4.000,0.8000,0,True,high_stakes_sector:professional_network;random_sample,2026-05-06T15:35:05.391225
tos-016,summary,professional_network,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:professional_network;random_sample,2026-05-06T15:35:05.391225
tos-016,summary,professional_network,faithfulness,4.000,0.8000,0,True,high_stakes_sector:professional_network;random_sample,2026-05-06T15:35:05.391225
tos-016,summary,professional_network,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:professional_network;random_sample,2026-05-06T15:35:05.391225
tos-017,summary,workplace_communication,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:35:12.832415
tos-017,summary,workplace_communication,task_completion,4.333,0.8667,1,False,,2026-05-06T15:35:12.832415
tos-017,summary,workplace_communication,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T15:35:12.832415
tos-017,summary,workplace_communication,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:35:12.832415
tos-017,summary,workplace_communication,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T15:35:12.832415
tos-018,summary,workplace_communication,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:35:19.456956
tos-018,summary,workplace_communication,task_completion,3.667,0.7333,1,False,,2026-05-06T15:35:19.456956
tos-018,summary,workplace_communication,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T15:35:19.456956
tos-018,summary,workplace_communication,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:35:19.456956
tos-018,summary,workplace_communication,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T15:35:19.456956
tos-019,summary,community_chat,answer_relevancy,3.333,0.6667,1,False,,2026-05-06T15:35:26.267311
tos-019,summary,community_chat,task_completion,3.667,0.7333,1,False,,2026-05-06T15:35:26.267311
tos-019,summary,community_chat,protocol_adherence,4.000,0.8000,0,False,,2026-05-06T15:35:26.267311
tos-019,summary,community_chat,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:35:26.267311
tos-019,summary,community_chat,harm_flagging_accuracy,3.333,0.6667,1,False,,2026-05-06T15:35:26.267311
tos-020,summary,developer_platform,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:developer_platform,2026-05-06T15:35:32.889122
tos-020,summary,developer_platform,task_completion,4.000,0.8000,0,True,high_stakes_sector:developer_platform,2026-05-06T15:35:32.889122
tos-020,summary,developer_platform,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:developer_platform,2026-05-06T15:35:32.889122
tos-020,summary,developer_platform,faithfulness,3.333,0.6667,1,True,high_stakes_sector:developer_platform,2026-05-06T15:35:32.889122
tos-020,summary,developer_platform,harm_flagging_accuracy,4.333,0.8667,1,True,high_stakes_sector:developer_platform,2026-05-06T15:35:32.889122
tos-021,summary,social_media,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:35:39.916272
tos-021,summary,social_media,task_completion,3.667,0.7333,1,False,,2026-05-06T15:35:39.916272
tos-021,summary,social_media,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T15:35:39.916272
tos-021,summary,social_media,faithfulness,3.333,0.6667,1,False,,2026-05-06T15:35:39.916272
tos-021,summary,social_media,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T15:35:39.916272
tos-022,summary,audio_streaming,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T15:35:47.459188
tos-022,summary,audio_streaming,task_completion,4.000,0.8000,0,False,,2026-05-06T15:35:47.459188
tos-022,summary,audio_streaming,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T15:35:47.459188
tos-022,summary,audio_streaming,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:35:47.459188
tos-022,summary,audio_streaming,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T15:35:47.459188
tos-023,summary,video_streaming,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T15:35:54.597700
tos-023,summary,video_streaming,task_completion,3.333,0.6667,1,False,,2026-05-06T15:35:54.597700
tos-023,summary,video_streaming,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T15:35:54.597700
tos-023,summary,video_streaming,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:35:54.597700
tos-023,summary,video_streaming,harm_flagging_accuracy,3.000,0.6000,0,False,,2026-05-06T15:35:54.597700
tos-024,summary,video_streaming,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T15:36:01.915283
tos-024,summary,video_streaming,task_completion,3.000,0.6000,0,False,,2026-05-06T15:36:01.915283
tos-024,summary,video_streaming,protocol_adherence,4.000,0.8000,0,False,,2026-05-06T15:36:01.915283
tos-024,summary,video_streaming,faithfulness,3.667,0.7333,1,False,,2026-05-06T15:36:01.915283
tos-024,summary,video_streaming,harm_flagging_accuracy,3.000,0.6000,0,False,,2026-05-06T15:36:01.915283
tos-025,summary,payments,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:payments,2026-05-06T15:36:09.024314
tos-025,summary,payments,task_completion,4.000,0.8000,0,True,high_stakes_sector:payments,2026-05-06T15:36:09.024314
tos-025,summary,payments,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:payments,2026-05-06T15:36:09.024314
tos-025,summary,payments,faithfulness,4.000,0.8000,0,True,high_stakes_sector:payments,2026-05-06T15:36:09.024314
tos-025,summary,payments,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:payments,2026-05-06T15:36:09.024314
tos-026,summary,e_commerce,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T15:36:17.187732
tos-026,summary,e_commerce,task_completion,3.667,0.7333,1,False,,2026-05-06T15:36:17.187732
tos-026,summary,e_commerce,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T15:36:17.187732
tos-026,summary,e_commerce,faithfulness,3.667,0.7333,1,False,,2026-05-06T15:36:17.187732
tos-026,summary,e_commerce,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T15:36:17.187732
tos-027,summary,e_commerce,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T15:36:23.935505
tos-027,summary,e_commerce,task_completion,3.667,0.7333,1,False,,2026-05-06T15:36:23.935505
tos-027,summary,e_commerce,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T15:36:23.935505
tos-027,summary,e_commerce,faithfulness,3.667,0.7333,1,False,,2026-05-06T15:36:23.935505
tos-027,summary,e_commerce,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T15:36:23.935505
tos-028,summary,device_and_services,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:device_and_services,2026-05-06T15:36:47.146373
tos-028,summary,device_and_services,task_completion,3.333,0.6667,1,True,high_stakes_sector:device_and_services,2026-05-06T15:36:47.146373
tos-028,summary,device_and_services,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:device_and_services,2026-05-06T15:36:47.146373
tos-028,summary,device_and_services,faithfulness,3.667,0.7333,1,True,high_stakes_sector:device_and_services,2026-05-06T15:36:47.146373
tos-028,summary,device_and_services,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:device_and_services,2026-05-06T15:36:47.146373
tos-029,summary,device_and_services,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:device_and_services;random_sample,2026-05-06T15:36:56.834371
tos-029,summary,device_and_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:device_and_services;random_sample,2026-05-06T15:36:56.834371
tos-029,summary,device_and_services,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:device_and_services;random_sample,2026-05-06T15:36:56.834371
tos-029,summary,device_and_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:device_and_services;random_sample,2026-05-06T15:36:56.834371
tos-029,summary,device_and_services,harm_flagging_accuracy,4.333,0.8667,1,True,high_stakes_sector:device_and_services;random_sample,2026-05-06T15:36:56.834371
tos-030,summary,social_media,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:37:05.236693
tos-030,summary,social_media,task_completion,3.667,0.7333,1,False,,2026-05-06T15:37:05.236693
tos-030,summary,social_media,protocol_adherence,4.000,0.8000,0,False,,2026-05-06T15:37:05.236693
tos-030,summary,social_media,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:37:05.236693
tos-030,summary,social_media,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T15:37:05.236693
tos-031,summary,social_media,answer_relevancy,4.000,0.8000,0,True,random_sample,2026-05-06T15:37:13.774154
tos-031,summary,social_media,task_completion,4.000,0.8000,0,True,random_sample,2026-05-06T15:37:13.774154
tos-031,summary,social_media,protocol_adherence,4.667,0.9333,1,True,random_sample,2026-05-06T15:37:13.774154
tos-031,summary,social_media,faithfulness,4.000,0.8000,0,True,random_sample,2026-05-06T15:37:13.774154
tos-031,summary,social_media,harm_flagging_accuracy,4.000,0.8000,0,True,random_sample,2026-05-06T15:37:13.774154
tos-032,summary,social_media,answer_relevancy,3.333,0.6667,1,False,,2026-05-06T15:37:20.258909
tos-032,summary,social_media,task_completion,4.000,0.8000,0,False,,2026-05-06T15:37:20.258909
tos-032,summary,social_media,protocol_adherence,3.333,0.6667,1,False,,2026-05-06T15:37:20.258909
tos-032,summary,social_media,faithfulness,3.667,0.7333,1,False,,2026-05-06T15:37:20.258909
tos-032,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T15:37:20.258909
tos-033,summary,cloud_storage,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:37:28.366466
tos-033,summary,cloud_storage,task_completion,4.000,0.8000,0,False,,2026-05-06T15:37:28.366466
tos-033,summary,cloud_storage,protocol_adherence,4.000,0.8000,0,False,,2026-05-06T15:37:28.366466
tos-033,summary,cloud_storage,faithfulness,3.667,0.7333,1,False,,2026-05-06T15:37:28.366466
tos-033,summary,cloud_storage,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T15:37:28.366466
tos-034,summary,creative_software,answer_relevancy,3.667,0.7333,1,True,random_sample,2026-05-06T15:37:35.196825
tos-034,summary,creative_software,task_completion,4.000,0.8000,0,True,random_sample,2026-05-06T15:37:35.196825
tos-034,summary,creative_software,protocol_adherence,4.667,0.9333,1,True,random_sample,2026-05-06T15:37:35.196825
tos-034,summary,creative_software,faithfulness,3.333,0.6667,1,True,random_sample,2026-05-06T15:37:35.196825
tos-034,summary,creative_software,harm_flagging_accuracy,4.000,0.8000,0,True,random_sample,2026-05-06T15:37:35.196825
tos-035,summary,productivity,answer_relevancy,3.333,0.6667,1,False,,2026-05-06T15:37:41.927446
tos-035,summary,productivity,task_completion,3.667,0.7333,1,False,,2026-05-06T15:37:41.927446
tos-035,summary,productivity,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T15:37:41.927446
tos-035,summary,productivity,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:37:41.927446
tos-035,summary,productivity,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T15:37:41.927446
tos-036,summary,design_tools,answer_relevancy,3.667,0.7333,1,True,judge_disagreement:faithfulness(spread=3);low_score:faithfulness=0.40,2026-05-06T15:37:48.411750
tos-036,summary,design_tools,task_completion,3.333,0.6667,1,True,judge_disagreement:faithfulness(spread=3);low_score:faithfulness=0.40,2026-05-06T15:37:48.411750
tos-036,summary,design_tools,protocol_adherence,5.000,1.0000,0,True,judge_disagreement:faithfulness(spread=3);low_score:faithfulness=0.40,2026-05-06T15:37:48.411750
tos-036,summary,design_tools,faithfulness,2.000,0.4000,3,True,judge_disagreement:faithfulness(spread=3);low_score:faithfulness=0.40,2026-05-06T15:37:48.411750
tos-036,summary,design_tools,harm_flagging_accuracy,4.000,0.8000,0,True,judge_disagreement:faithfulness(spread=3);low_score:faithfulness=0.40,2026-05-06T15:37:48.411750
tos-037,summary,developer_community,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:37:54.885663
tos-037,summary,developer_community,task_completion,3.667,0.7333,1,False,,2026-05-06T15:37:54.885663
tos-037,summary,developer_community,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T15:37:54.885663
tos-037,summary,developer_community,faithfulness,4.000,0.8000,0,False,,2026-05-06T15:37:54.885663
tos-037,summary,developer_community,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T15:37:54.885663
tos-038,summary,q_and_a_platform,answer_relevancy,3.000,0.6000,0,False,,2026-05-06T15:38:01.321378
tos-038,summary,q_and_a_platform,task_completion,3.333,0.6667,1,False,,2026-05-06T15:38:01.321378
tos-038,summary,q_and_a_platform,protocol_adherence,3.667,0.7333,1,False,,2026-05-06T15:38:01.321378
tos-038,summary,q_and_a_platform,faithfulness,3.667,0.7333,1,False,,2026-05-06T15:38:01.321378
tos-038,summary,q_and_a_platform,harm_flagging_accuracy,3.333,0.6667,1,False,,2026-05-06T15:38:01.321378
tos-039,summary,genetic_testing,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:genetic_testing;judge_disagreement:protocol_adherence(spread=2);judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:38:09.058188
tos-039,summary,genetic_testing,task_completion,3.333,0.6667,1,True,high_stakes_sector:genetic_testing;judge_disagreement:protocol_adherence(spread=2);judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:38:09.058188
tos-039,summary,genetic_testing,protocol_adherence,4.333,0.8667,2,True,high_stakes_sector:genetic_testing;judge_disagreement:protocol_adherence(spread=2);judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:38:09.058188
tos-039,summary,genetic_testing,faithfulness,3.667,0.7333,1,True,high_stakes_sector:genetic_testing;judge_disagreement:protocol_adherence(spread=2);judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:38:09.058188
tos-039,summary,genetic_testing,harm_flagging_accuracy,4.000,0.8000,2,True,high_stakes_sector:genetic_testing;judge_disagreement:protocol_adherence(spread=2);judge_disagreement:harm_flagging_accuracy(spread=2),2026-05-06T15:38:09.058188
tos-040,summary,streaming,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T15:38:17.107913
tos-040,summary,streaming,task_completion,3.667,0.7333,1,False,,2026-05-06T15:38:17.107913
tos-040,summary,streaming,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T15:38:17.107913
tos-040,summary,streaming,faithfulness,3.667,0.7333,1,False,,2026-05-06T15:38:17.107913
tos-040,summary,streaming,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T15:38:17.107913
tos-041,summary,gaming_platform,answer_relevancy,3.667,0.7333,2,True,high_stakes_sector:gaming_platform;judge_disagreement:answer_relevancy(spread=2),2026-05-06T15:38:24.062582
tos-041,summary,gaming_platform,task_completion,3.667,0.7333,1,True,high_stakes_sector:gaming_platform;judge_disagreement:answer_relevancy(spread=2),2026-05-06T15:38:24.062582
tos-041,summary,gaming_platform,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:gaming_platform;judge_disagreement:answer_relevancy(spread=2),2026-05-06T15:38:24.062582
tos-041,summary,gaming_platform,faithfulness,4.000,0.8000,0,True,high_stakes_sector:gaming_platform;judge_disagreement:answer_relevancy(spread=2),2026-05-06T15:38:24.062582
